Date,equity_curve,daily_return,drawdown,signal_AUD,signal_CAD,signal_CHF,signal_EUR,signal_GBP,signal_JPY,signal_NZD
2010-02-25,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-02-26,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-01,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-02,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-03,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-04,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-05,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-08,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-09,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-10,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-11,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-12,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-15,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-16,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-17,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-18,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-19,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-22,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-23,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-24,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-25,1.0,0.0,0.0,0,0,0,0,0,0,0
2010-03-26,1.0,0.0,0.0,1,1,0,-1,-1,0,0
2010-03-29,1.0018937698107977,0.0018937698107975853,0.0,1,1,0,-1,-1,0,0
2010-03-30,1.0025110928353378,0.0006161561665931348,0.0,1,1,0,-1,-1,0,0
2010-03-31,0.9991090521947316,-0.0033935191988594404,-0.33935191988593927,1,1,0,-1,-1,0,0
2010-04-01,0.9991125786206371,3.529570568649998e-06,-0.33900016059562205,1,1,0,-1,-1,0,0
2010-04-02,1.0011582653431697,0.0020475037211088454,-0.13494389257499637,1,1,0,-1,-1,0,0
2010-04-05,1.0024239056418427,0.0012641760473696417,-0.008696880674757568,1,1,0,-1,-1,0,0
2010-04-06,1.006620416734239,0.0041863637417038635,0.0,1,1,0,-1,-1,0,0
2010-04-07,1.007085146760156,0.00046167355459053594,0.0,1,1,0,-1,-1,0,0
2010-04-08,1.0073894034839646,0.0003021161862900579,0.0,1,1,0,-1,-1,0,0
2010-04-09,1.0043184449088047,-0.0030484324775891802,-0.30484324775892924,1,1,0,-1,-1,0,0
2010-04-12,1.0005231562089834,-0.0037789694285321196,-0.6815881972983739,1,1,0,-1,-1,0,0
2010-04-13,1.0009262827846488,0.00040291578776952,-0.641571241166886,1,1,0,-1,-1,0,0
2010-04-14,1.00144963129765,0.0005228641929005962,-0.5896202765060287,1,1,0,-1,-1,0,0
2010-04-15,1.0016227378083438,0.00017285593332305726,-0.5724366025369432,1,1,0,-1,-1,0,0
2010-04-16,0.9992945453002093,-0.00232442058297197,-0.8035480774127548,1,1,0,-1,-1,0,0
2010-04-19,0.9999538150682983,0.0006597351813732166,-0.7381046882120227,1,1,0,-1,-1,0,0
2010-04-20,1.0061963335294717,0.006242806784778482,-0.11843185468963054,1,1,0,-1,-1,0,0
2010-04-21,1.0049278302206008,-0.001260691642973183,-0.24435171293747854,1,1,0,-1,-1,0,0
2010-04-22,1.0066787525042689,0.001742336345967821,-0.07054382121133804,1,1,0,-1,-1,0,0
2010-04-23,1.0056234633048626,-0.0010482879436772286,-0.17529866534178123,1,1,0,-1,-1,-1,0
2010-04-26,1.0038745983131512,-0.0017390853092905446,-0.3489023369372101,1,1,0,0,-1,-1,0
2010-04-27,0.998545392244296,-0.005308637231991015,-0.8779138642001192,1,1,0,0,-1,-1,0
2010-04-28,1.0049999522570898,0.006463962542841317,-0.23719241225002252,1,1,0,0,-1,-1,0
2010-04-29,1.0058441670432008,0.0008400147524535162,-0.15339018213013803,1,1,0,0,-1,-1,0
2010-04-30,1.0011833496934073,-0.004633737016633915,-0.6160531140286173,1,1,0,0,-1,-1,0
2010-05-03,1.0066335461739628,0.0054437546152005245,-0.07503129449125172,1,1,0,0,-1,-1,0
2010-05-04,1.0005775677208966,-0.00601607057114667,-0.6761869580432226,1,1,0,0,-1,-1,0
2010-05-05,0.9964152723817288,-0.004159892719410585,-1.0893633647805645,1,1,0,0,-1,-1,0
2010-05-06,0.9816655334678666,-0.014802802930354492,-2.5535180266076187,1,1,0,0,-1,-1,0
2010-05-07,0.9875452192133329,0.005989500033372563,-1.9698623195759564,1,1,0,0,-1,-1,0
2010-05-10,0.9988384275481873,0.011435636682895906,-0.8488252810883733,1,1,0,0,-1,-1,0
2010-05-11,0.9945285995709513,-0.004314839976486601,-1.2766467334811478,1,1,0,0,-1,-1,0
2010-05-12,0.9985535017559545,0.004047045189790821,-0.8771088615238471,1,1,0,0,-1,-1,0
2010-05-13,1.0007065973285076,0.002156214533089146,-0.6633786430892596,1,1,0,0,-1,-1,0
2010-05-14,0.9951721698987986,-0.005530519579348997,-1.2127617724500297,1,1,0,0,-1,-1,0
2010-05-17,0.9945354849809345,-0.0006397736362833972,-1.2759632430692616,1,1,0,0,-1,-1,0
2010-05-18,0.9896207163559555,-0.004941773017855783,-1.763835024128472,1,1,0,0,-1,-1,0
2010-05-19,0.9818317141984407,-0.007870694326404054,-2.53702185045176,1,1,0,0,-1,-1,0
2010-05-20,0.9607551884872269,-0.021466535870070746,-4.629214366902958,1,1,0,0,-1,-1,0
2010-05-21,0.9688974541077404,0.00847485989988156,-3.8209603201208218,-1,1,0,-1,-1,1,0
2010-05-24,0.9738038780966751,0.00506392494699337,-3.3339168817080016,-1,1,0,-1,0,1,0
2010-05-25,0.9714092704976599,-0.0024590245047036996,-3.571621148869606,-1,1,0,-1,0,1,0
2010-05-26,0.9758887143947622,0.004611283866796406,-3.1269625211720586,-1,1,0,-1,0,1,0
2010-05-27,0.9683510755025926,-0.007723871360521273,-3.875197400961482,-1,1,0,-1,0,1,0
2010-05-28,0.9682968557411666,-5.599184303878291e-05,-3.880579605820737,-1,1,0,-1,0,1,0
2010-05-31,0.9704119080846721,0.0021843015713261804,-3.670625804818782,-1,1,0,-1,0,1,0
2010-06-01,0.9731120535656616,0.0027824735645698706,-3.402591867629132,-1,1,0,-1,0,1,0
2010-06-02,0.971110442435392,-0.0020569174155588843,-3.6012847587144603,-1,1,0,-1,0,1,0
2010-06-03,0.9705547351077393,-0.0005722390609445849,-3.6564478690004023,-1,1,0,-1,0,1,0
2010-06-04,0.9771465590075696,0.006791810560893952,-3.0021007141630425,-1,1,0,-1,0,1,0
2010-06-07,0.98333664208233,0.006334856340329542,-2.3876329568735097,-1,1,0,-1,0,1,0
2010-06-08,0.9808210881807977,-0.002558181800492332,-2.6373431377462118,-1,1,0,-1,0,1,0
2010-06-09,0.9805812133038964,-0.0002445653746559473,-2.6611546723992237,-1,1,0,-1,0,1,0
2010-06-10,0.9760126295314693,-0.004659057006644096,-3.1146619017414277,-1,1,0,-1,0,1,0
2010-06-11,0.9738604041994756,-0.0022051203712669387,-3.3283057344589833,-1,1,0,-1,0,1,0
2010-06-14,0.9693606561994106,-0.00462052670039903,-3.7749798789857234,-1,1,0,-1,0,1,0
2010-06-15,0.9679108859185891,-0.0014955943090423918,-3.9188934714662076,-1,1,0,-1,0,1,0
2010-06-16,0.9685843643713957,0.0006958062592379022,-3.852039636149153,-1,1,0,-1,0,1,0
2010-06-17,0.9666844012255495,-0.001961587669319087,-4.040642289629061,-1,1,0,-1,0,1,0
2010-06-18,0.9673285870850163,0.0006663869393672694,-3.9766962269407955,-1,1,-1,-1,0,1,1
2010-06-21,0.9673964331605631,7.013756902537101e-05,-3.9699613858443805,0,0,-1,-1,0,1,1
2010-06-22,0.967647447784602,0.00025947441548737626,-3.945044047705746,0,0,-1,-1,0,1,1
2010-06-23,0.9703401520571137,0.002782732780080732,-3.6777487730880862,0,0,-1,-1,0,1,1
2010-06-24,0.9686706828350776,-0.0017204989595626108,-3.8434711061067106,0,0,-1,-1,0,1,1
2010-06-25,0.969173921876964,0.0005195150950718652,-3.793516337856616,0,0,-1,-1,0,1,1
2010-06-28,0.9665747216670466,-0.002681871799525559,-4.051529793321637,0,0,-1,-1,0,1,1
2010-06-29,0.9644437129299648,-0.0022047014983037627,-4.26306752934625,0,0,-1,-1,0,1,1
2010-06-30,0.9608429396051998,-0.0037335235602561356,-4.620503622312087,0,0,-1,-1,0,1,1
2010-07-01,0.9559959561037696,-0.005044511752796743,-5.101646612765168,0,0,-1,-1,0,1,1
2010-07-02,0.9534530170998591,-0.002659989289363174,-5.354075216353417,0,0,-1,-1,0,1,1
2010-07-05,0.9544223214349528,0.0010166251694730954,-5.257855787030314,0,0,-1,-1,0,1,1
2010-07-06,0.9542047901015046,-0.00022791936919613898,-5.279449356775622,0,0,-1,-1,0,1,1
2010-07-07,0.9555198051150615,0.0013781266109731682,-5.148912445328167,0,0,-1,-1,0,1,1
2010-07-08,0.9536952244070138,-0.0019095163682431027,-5.330032149559475,0,0,-1,-1,0,1,1
2010-07-09,0.9568049289489015,0.003260690063558974,-5.021342726072092,0,0,-1,-1,0,1,1
2010-07-12,0.9585222890136319,0.0017948904868383408,-4.850866437678437,0,0,-1,-1,0,1,1
2010-07-13,0.9561552386689157,-0.0024694786671596303,-5.085835193209313,0,0,-1,-1,0,1,1
2010-07-14,0.9580329936547853,0.001963859956970626,-4.899437065595942,0,0,-1,-1,0,1,1
2010-07-15,0.9557034448355405,-0.002431595607535253,-5.130683176701371,0,0,-1,-1,0,1,1
2010-07-16,0.9550295218124041,-0.0007051591440609961,-5.197581142950143,-1,-1,1,-1,0,1,1
2010-07-19,0.952791550603155,-0.0023433529101822468,-5.4197366670711284,-1,-1,1,0,0,1,0
2010-07-20,0.9455850274767574,-0.0075635884069663595,-6.1351028503439,-1,-1,1,0,0,1,0
2010-07-21,0.9495142236962767,0.0041553071435617706,-5.745065372688239,-1,-1,1,0,0,1,0
2010-07-22,0.9430570893528654,-0.0068004608907015485,-6.3860423693769,-1,-1,1,0,0,1,0
2010-07-23,0.939086932242617,-0.004209879926752591,-6.7801458904699325,-1,-1,1,0,0,1,0
2010-07-26,0.9390037499601979,-8.857782976540163e-05,-6.788403102838002,-1,-1,1,0,0,1,0
2010-07-27,0.9350805922360677,-0.004178000060485965,-7.177841160312334,-1,-1,1,0,0,1,0
2010-07-28,0.9397758136783944,0.005021194409670082,-6.711763055252988,-1,-1,1,0,0,1,0
2010-07-29,0.9425182330955755,0.002918163435646326,-6.439532733224912,-1,-1,1,0,0,1,0
2010-07-30,0.9410549439443264,-0.0015525313992527379,-6.584788296385334,-1,-1,1,0,0,1,0
2010-08-02,0.9372790400770522,-0.004012415950388565,-6.959608981833841,-1,-1,1,0,0,1,0
2010-08-03,0.9396186852712649,0.00249620987365759,-6.727360639125325,-1,-1,1,0,0,1,0
2010-08-04,0.9396760295202545,6.102927697010374e-05,-6.721668277384047,-1,-1,1,0,0,1,0
2010-08-05,0.93285222115015,-0.007261873407144848,-7.399043713983342,-1,-1,1,0,0,1,0
2010-08-06,0.9359044825655314,0.0032719667126033525,-7.096056467460257,-1,-1,1,0,0,1,0
2010-08-09,0.9408851201678429,0.0053217370950701115,-6.601646104884831,-1,-1,1,0,0,1,0
2010-08-10,0.9373516217879496,-0.0037555045819652744,-6.9524040508859475,-1,-1,1,0,0,1,0
2010-08-11,0.9403744953362411,0.003224908858135256,-6.652334034481456,-1,-1,1,0,0,1,0
2010-08-12,0.9470138302108102,0.007060309384715108,-5.99327063242386,-1,-1,1,0,0,1,0
2010-08-13,0.9445271789397475,-0.0026257813684824327,-6.240111750909212,1,-1,1,-1,0,1,0
2010-08-16,0.944266351773409,-0.00027614575012147036,-6.266003145581064,1,-1,1,-1,0,0,0
2010-08-17,0.9471051789651896,0.0030063839365334633,-5.984202763130861,1,-1,1,-1,0,0,0
2010-08-18,0.9448367820307055,-0.0023950845005013544,-6.209378541895167,1,-1,1,-1,0,0,0
2010-08-19,0.9426111227213718,-0.002355601889831388,-6.430311907050338,1,-1,1,-1,0,0,0
2010-08-20,0.9466325293583321,0.004266241443608515,-6.031121025842673,1,-1,1,-1,0,0,0
2010-08-23,0.9489962307469892,0.002496957705710179,-5.7964847093912075,1,-1,1,-1,0,0,0
2010-08-24,0.9505062699548728,0.0015911962123336676,-5.646588432672277,1,-1,1,-1,0,0,0
2010-08-25,0.9526009749803938,0.002203778230332465,-5.438654438302607,1,-1,1,-1,0,0,0
2010-08-26,0.9527950648605393,0.0002037473036908266,-5.419387819111028,1,-1,1,-1,0,0,0
2010-08-27,0.9527970599568312,2.093940623115742e-06,-5.41918977292502,1,-1,1,-1,0,0,0
2010-08-30,0.9536578685369292,0.0009034542782248023,-5.333740335287396,1,-1,1,-1,0,0,0
2010-08-31,0.955761540902654,0.0022058983993411274,-5.124916184621391,1,-1,1,-1,0,0,0
2010-09-01,0.9592659528766048,0.00366661748142863,-4.77704554375192,1,-1,1,-1,0,0,0
2010-09-02,0.9583379821867428,-0.0009673758221890039,-4.869161927610302,1,-1,1,-1,0,0,0
2010-09-03,0.9588083711939478,0.0004908383221248203,-4.822468066668527,1,-1,1,-1,0,0,0
2010-09-06,0.9551049769053207,-0.003862496824068723,-5.190090981483716,1,-1,1,-1,0,0,0
2010-09-07,0.956477979034294,0.0014375405449377487,-5.053797893207735,1,-1,1,-1,0,0,0
2010-09-08,0.9610457437078562,0.004775608820784538,-4.600371972926556,1,-1,1,-1,0,0,0
2010-09-09,0.9595253022660639,-0.0015820697940206463,-4.751300842788995,1,-1,1,-1,0,0,0
2010-09-10,0.9596709675203997,0.00015180970631170632,-4.736841165743353,1,-1,1,-1,0,1,0
2010-09-13,0.958657975610536,-0.0010555616916088305,-4.837397306830441,0,-1,1,-1,0,1,0
2010-09-14,0.9594353562868425,0.0008109051362260589,-4.760229463529925,0,-1,1,-1,0,1,0
2010-09-15,0.9617175111325401,0.002378643679059156,-4.533687985348302,0,-1,1,-1,0,1,0
2010-09-16,0.9518417559184873,-0.010268873239526272,-5.514019442071832,0,-1,1,-1,0,1,0
2010-09-17,0.9474209650388741,-0.004644459913767246,-5.952855791186119,0,-1,1,-1,0,1,0
2010-09-20,0.951220792228158,0.004010706253611385,-5.575660321773536,0,-1,1,-1,0,1,0
2010-09-21,0.9513380943894638,0.0001233174908119028,-5.564016149132836,0,-1,1,-1,0,1,0
2010-09-22,0.9504563207818253,-0.0009268772194016561,-5.651546711255982,0,-1,1,-1,0,1,0
2010-09-23,0.9533789217784232,0.0030749450897373243,-5.361430398091445,0,-1,1,-1,0,1,0
2010-09-24,0.9557179266524402,0.002453384295148686,-5.129245617714788,0,-1,1,-1,0,1,0
2010-09-27,0.9513220957462796,-0.004599506594542668,-5.56560427812535,0,-1,1,-1,0,1,0
2010-09-28,0.9532025189484316,0.0019766419917711664,-5.378941286073944,0,-1,1,-1,0,1,0
2010-09-29,0.9542292490767764,0.0010771374476409024,-5.277021400397759,0,-1,1,-1,0,1,0
2010-09-30,0.9538950643367902,-0.00035021431203199893,-5.310194743181642,0,-1,1,-1,0,1,0
2010-10-01,0.9526049683367145,-0.0013524506502952116,-5.438258031877552,0,-1,1,-1,0,1,0
2010-10-04,0.9499817754992723,-0.0027537047618199084,-5.698653151021162,0,-1,1,-1,0,1,0
2010-10-05,0.9529438209023574,0.0031180023443380667,-5.404621330471817,0,-1,1,-1,0,1,0
2010-10-06,0.9508250946238915,-0.0022233485668227693,-5.61493983006477,0,-1,1,-1,0,1,0
2010-10-07,0.9498435639964342,-0.0010322935658798604,-5.712372920393374,0,-1,1,-1,0,1,0
2010-10-08,0.9521024263291432,0.0023781414312110116,-5.488143607984793,1,-1,1,-1,-1,1,0
2010-10-11,0.9524659630544985,0.0003818252273097844,-5.452056596934447,1,-1,1,0,-1,0,0
2010-10-12,0.9521263794450465,-0.00035653096554019714,-5.485765866485779,1,-1,1,0,-1,0,0
2010-10-13,0.9550736464956304,0.0030954578238886754,-5.193201040968353,1,-1,1,0,-1,0,0
2010-10-14,0.9529211374709009,-0.0022537623487230984,-5.406873034865178,1,-1,1,0,-1,0,0
2010-10-15,0.9533587995090956,0.0004592846364562253,-5.363427864935743,1,-1,1,0,-1,0,0
2010-10-18,0.9534098471256692,5.3545020615441974e-05,-5.3583605477297995,1,-1,1,0,-1,0,0
2010-10-19,0.9556874770117056,0.002388930524373223,-5.132268246365557,1,-1,1,0,-1,0,0
2010-10-20,0.9547802028113487,-0.0009493419367531397,-5.2223301625639245,1,-1,1,0,-1,0,0
2010-10-21,0.9560253514776189,0.001304120741720316,-5.098728637477001,1,-1,1,0,-1,0,0
2010-10-22,0.9557314474436526,-0.0003074228455470229,-5.127903456365298,1,-1,1,0,-1,0,0
2010-10-25,0.9552017409490647,-0.0005542419850310676,-5.1804855554777065,1,-1,1,0,-1,0,0
2010-10-26,0.9559418706353151,0.0007748412241323499,-5.107015486833873,1,-1,1,0,-1,0,0
2010-10-27,0.9509564867811627,-0.0052151537737739895,-5.601896993122392,1,-1,1,0,-1,0,0
2010-10-28,0.9484606822132144,-0.002624520262116431,-5.849646727169304,1,-1,1,0,-1,0,0
2010-10-29,0.9484606822132144,0.0,-5.849646727169304,1,-1,1,0,-1,0,0
2010-11-01,0.94727501693331,-0.0012500942866052744,-5.967343545877539,1,-1,1,0,-1,0,0
2010-11-02,0.9439657133087287,-0.0034934982612490617,-6.2958464677006525,1,-1,1,0,-1,0,0
2010-11-03,0.9489456230296177,0.005275519704453752,-5.80150835935184,1,-1,1,0,-1,0,0
2010-11-04,0.9507251058634312,0.001875221077612621,-5.624865362347972,1,-1,1,0,-1,0,0
2010-11-05,0.9531014344915542,0.0024994907712728165,-5.388975584283535,1,-1,1,0,-1,0,1
2010-11-08,0.9524873418084062,-0.0006443098928661905,-5.449934403288792,1,-1,0,0,-1,0,1
2010-11-09,0.9516768479522313,-0.0008509234932572718,-5.530389275394049,1,-1,0,0,-1,0,1
2010-11-10,0.9496637689030103,-0.002115296861064375,-5.730220546425781,1,-1,0,0,-1,0,1
2010-11-11,0.9478609690885896,-0.0018983558954797919,-5.909178138017062,1,-1,0,0,-1,0,1
2010-11-12,0.9458462215159645,-0.0021255728828695752,-6.109175037493795,1,-1,0,0,-1,0,1
2010-11-15,0.9445215749748657,-0.0014004882727931822,-6.240668036776665,1,-1,0,0,-1,0,1
2010-11-16,0.9434030408663907,-0.001184233518969402,-6.351700980403688,1,-1,0,0,-1,0,1
2010-11-17,0.9455285591068106,0.0022530330604699778,-6.140708266655763,1,-1,0,0,-1,0,1
2010-11-18,0.947628978064676,0.0022214230735131124,-5.932207070335712,1,-1,0,0,-1,0,1
2010-11-19,0.9491945450196283,0.0016520885190209889,-5.77679874962697,1,-1,0,0,-1,0,1
2010-11-22,0.9496551780726357,0.00048528834834155044,-5.731073327916725,1,-1,0,0,-1,0,1
2010-11-23,0.947437185553977,-0.0023355767123390547,-5.9512456377492375,1,-1,0,0,-1,0,1
2010-11-24,0.943883592170792,-0.0037507429910588197,-6.303998343991261,1,-1,0,0,-1,0,1
2010-11-25,0.9443216699932395,0.00046412272242177255,-6.260511900622641,1,-1,0,0,-1,0,1
2010-11-26,0.9424136634118485,-0.002020504921172367,-6.449912997635606,1,-1,0,0,-1,0,1
2010-11-29,0.9415959266107814,-0.0008677047381790148,-6.531086851384618,1,-1,0,0,-1,0,1
2010-11-30,0.9387096287422608,-0.003065325355547849,-6.817599480814566,1,-1,0,0,-1,0,1
2010-12-01,0.938906025263875,0.0002092196730497653,-6.7981038894439445,1,-1,0,0,-1,0,1
2010-12-02,0.9400294859443682,0.0011965635007799014,-6.686581902354563,1,-1,0,0,-1,0,1
2010-12-03,0.9421506356138267,0.0022564714204975356,-6.47602284126828,1,-1,0,0,-1,-1,1
2010-12-06,0.9428704779498308,0.0007640416604242972,-6.404566626470451,1,0,0,0,-1,-1,1
2010-12-07,0.9413217320241176,-0.001642586083595271,-6.558305182817876,1,0,0,0,-1,-1,1
2010-12-08,0.9402043212915073,-0.001187065691352407,-6.669226612877178,1,0,0,0,-1,-1,1
2010-12-09,0.937445586697489,-0.002934186252440102,-6.943076485079278,1,0,0,0,-1,-1,1
2010-12-10,0.9387890012813391,0.0014330587320623978,-6.809720448257364,1,0,0,0,-1,-1,1
2010-12-13,0.9382818531382958,-0.0005402152585417264,-6.860063259218983,1,0,0,0,-1,-1,1
2010-12-14,0.9397626219444962,0.0015781705691607084,-6.713072552241195,1,0,0,0,-1,-1,1
2010-12-15,0.9425112550471287,0.002924816372186778,-6.440225419530981,1,0,0,0,-1,-1,1
2010-12-16,0.941170566276639,-0.0014224644674643294,-6.573310874455673,1,0,0,0,-1,-1,1
2010-12-17,0.9400041953356421,-0.0012392768992035563,-6.689092412058027,1,0,0,0,-1,-1,1
2010-12-20,0.9399390062611506,-6.934976972969298e-05,-6.69556350201252,1,0,0,0,-1,-1,1
2010-12-21,0.9420101601860041,0.002203498217498323,-6.489967342504521,1,0,0,0,-1,-1,1
2010-12-22,0.9442435409912243,0.0023708670029408685,-6.26826749163293,1,0,0,0,-1,-1,1
2010-12-23,0.945322564153834,0.0011427381981105045,-6.161156660520555,1,0,0,0,-1,-1,1
2010-12-24,0.9460985466166765,0.0008208652710380293,-6.084127612948799,1,0,0,0,-1,-1,1
2010-12-27,0.9447571680463285,-0.0014178000538578317,-6.217281541877271,1,0,0,0,-1,-1,1
2010-12-28,0.9462705310244415,0.001601853925323915,-6.067055326187572,1,0,0,0,-1,-1,1
2010-12-29,0.9487929237105334,0.0026656147511653627,-5.816666283244651,1,0,0,0,-1,-1,1
2010-12-30,0.9499922490975798,0.0012640538910811405,-5.697613473785001,1,0,0,0,-1,-1,1
2010-12-31,0.9516339830973513,0.0017281551521404204,-5.534644318650588,1,0,1,-1,-1,-1,1
2011-01-03,0.9516616810636215,2.9105692695171232e-05,-5.531894839037796,1,0,1,-1,-1,0,0
2011-01-04,0.9513194869712955,-0.0003595753607978647,-5.565863242034939,1,0,1,-1,-1,0,0
2011-01-05,0.9447693884700386,-0.006885277334232304,-6.216068463432351,1,0,1,-1,-1,0,0
2011-01-06,0.9427184634776637,-0.002170820749914537,-6.419656568020493,1,0,1,-1,-1,0,0
2011-01-07,0.9451794220675626,0.0026104915573844367,-6.175365871554181,1,0,1,-1,-1,0,0
2011-01-10,0.945708211347065,0.0005594591536341453,-6.1228748211546415,1,0,1,-1,-1,0,0
2011-01-11,0.9437213221776212,-0.0021009537039058668,-6.320106315011169,1,0,1,-1,-1,0,0
2011-01-12,0.9383018313664538,-0.005742681323191862,-6.858080090834551,1,0,1,-1,-1,0,0
2011-01-13,0.9383611925395621,6.326447537857716e-05,-6.852187516135737,1,0,1,-1,-1,0,0
2011-01-14,0.9342941363391558,-0.004334211850129166,-7.2559098688169055,1,0,1,-1,-1,0,0
2011-01-17,0.9315855784263078,-0.002899041969224969,-7.524778878504784,1,0,1,-1,-1,0,0
2011-01-18,0.9332567001812226,0.0017938467421723392,-7.35889250436432,1,0,1,-1,-1,0,0
2011-01-19,0.931989783997503,-0.001357521658803651,-7.4846548142852045,1,0,1,-1,-1,0,0
2011-01-20,0.9323021903375588,0.00033520360997504883,-7.453643336600868,1,0,1,-1,-1,0,0
2011-01-21,0.9277386164202754,-0.004894951405864517,-7.906653255258007,1,0,1,-1,-1,0,0
2011-01-24,0.9268591008112234,-0.000948020911801406,-7.9939596738097976,1,0,1,-1,-1,0,0
2011-01-25,0.9306186201879899,0.004056192978496936,-7.62076541905939,1,0,1,-1,-1,0,0
2011-01-26,0.9335217235001088,0.0031195413987443465,-7.332584572399823,1,0,1,-1,-1,0,0
2011-01-27,0.9323235945838656,-0.0012834504929900847,-7.4515186124144925,1,0,1,-1,-1,0,0
2011-01-28,0.9291537717542361,-0.003399916990242391,-7.766175766705274,1,1,1,-1,-1,0,-1
2011-01-31,0.9315426278997577,0.0025710019354615956,-7.529042426086442,0,1,1,-1,0,0,-1
2011-02-01,0.9282910582232018,-0.0034905216134733796,-7.851814302116772,0,1,1,-1,0,0,-1
2011-02-02,0.927771467694647,-0.0005597280335215005,-7.903392224890013,0,1,1,-1,0,0,-1
2011-02-03,0.9299453013388005,0.0023430701631243778,-7.6876034110871805,0,1,1,-1,0,0,-1
2011-02-04,0.9311446628176184,0.0012897118541179142,-7.568547018924423,0,1,1,-1,0,0,-1
2011-02-07,0.9316160754580405,0.0005062721822360894,-7.521751545516452,0,1,1,-1,0,0,-1
2011-02-08,0.9298188192289327,-0.0019291812115029838,-7.700158844907542,0,1,1,-1,0,0,-1
2011-02-09,0.9251665716332805,-0.0050033915204149015,-8.16197108747857,0,1,1,-1,0,0,-1
2011-02-10,0.9262783866091141,0.0012017457287403777,-8.051605128497021,0,1,1,-1,0,0,-1
2011-02-11,0.9282739488907652,0.002154387180463374,-7.853512685321659,0,1,1,-1,0,0,-1
2011-02-14,0.9320207571286829,0.004036317341873957,-7.481580220580643,0,1,1,-1,0,0,-1
